1565608471543260648.jpg,640,480,robot,3,0,48,287
1565608472375823448.jpg,640,480,robot,432,34,547,368
0364.jpg,640,480,robot,277,121,478,450
0364.jpg,640,480,robot,465,246,602,450
test_nagoya_game_a_00141.png,800,600,robot,628,474,706,595
test_nagoya_game_a_00141.png,800,600,robot,299,450,397,557
2914.jpg,640,480,robot,427,68,596,444
1565609164939923341.jpg,640,480,robot,262,123,342,276
1565609244455411892.jpg,640,480,robot,236,20,435,370
2730.jpg,640,480,robot,106,15,251,308
1565608363243806303.jpg,640,480,robot,66,116,228,463
8726.jpg,640,480,robot,256,68,425,367
test_nagoya_game_b_00098.png,800,600,robot,564,316,655,463
test_nagoya_game_b_00098.png,800,600,robot,231,335,280,400
test_nagoya_game_b_00098.png,800,600,robot,383,288,464,420
1565608560240070424.jpg,640,480,robot,345,57,502,453
4985.jpg,640,480,robot,462,86,640,442
0491.jpg,640,480,robot,258,76,516,428
9116.jpg,640,480,robot,82,24,287,327
frame0759.png,640,360,robot,308,80,347,143
frame0759.png,640,360,robot,58,51,92,97
frame0759.png,640,360,robot,423,95,475,196
6336.jpg,640,480,robot,405,34,530,348
1565608686377219197.jpg,640,480,robot,422,80,549,380
1565608600075952841.jpg,640,480,robot,41,0,187,314
8848.jpg,640,480,robot,341,8,492,281
8848.jpg,640,480,robot,344,8,486,283
3813.jpg,640,480,robot,234,61,422,407
5048.jpg,640,480,robot,331,1,523,339
frame0088.png,640,360,robot,444,111,487,183
frame0088.png,640,360,robot,150,142,186,194
frame0088.png,640,360,robot,234,143,263,181
wolves_test_a_079.png,640,480,robot,166,323,306,400
1070.jpg,640,480,robot,74,4,436,338
1565608352808087284.jpg,640,480,robot,224,158,397,446
3114.jpg,640,480,robot,257,58,429,469
test_nagoya_game_a_00650.png,800,600,robot,23,343,74,476
7704.jpg,640,480,robot,6,0,178,372
1565609106255798657.jpg,640,480,robot,283,180,380,446
4513.jpg,640,480,robot,135,55,345,363
7114.jpg,640,480,robot,156,120,331,439
7514.jpg,640,480,robot,118,38,360,349
1565608492839891335.jpg,640,480,robot,68,72,200,351
frame0698.png,640,360,robot,285,101,318,145
frame0698.png,640,360,robot,450,82,481,116
frame0698.png,640,360,robot,265,108,290,144
test_nagoya_game_d_00118.png,800,600,robot,345,320,390,394
test_nagoya_game_d_00118.png,800,600,robot,144,306,174,356
1565608537743931979.jpg,640,480,robot,223,88,392,403
test_nagoya_game_b_00351.png,800,600,robot,393,392,439,468
test_nagoya_game_b_00351.png,800,600,robot,247,420,284,470
test_nagoya_game_b_00351.png,800,600,robot,482,378,534,470
test_nagoya_game_a_00258.png,800,600,robot,566,501,625,563
1565608460232555426.jpg,640,480,robot,301,132,510,470
1565609188240863778.jpg,640,480,robot,63,2,172,148
1565608338975602892.jpg,640,480,robot,288,59,436,470
1565609142307640460.jpg,640,480,robot,308,122,394,294
frame0168.png,640,360,robot,274,161,312,220
frame0168.png,640,360,robot,373,163,406,205
1565608485008096547.jpg,640,480,robot,101,105,316,464
7154.jpg,640,480,robot,412,111,586,416
test_nagoya_game_d_00292.png,800,600,robot,321,130,345,173
test_nagoya_game_d_00292.png,800,600,robot,207,204,253,291
1565608594076064623.jpg,640,480,robot,333,176,481,473
1040.jpg,640,480,robot,196,2,600,437
test_nagoya_game_b_00058.png,800,600,robot,582,428,667,555
test_nagoya_game_b_00058.png,800,600,robot,404,413,485,550
test_nagoya_game_d_00302.png,800,600,robot,276,259,314,329
test_nagoya_game_d_00302.png,800,600,robot,385,217,405,251
test_nagoya_game_d_00302.png,800,600,robot,99,205,123,245
0635.jpg,640,480,robot,137,114,401,471
1565608466675406593.jpg,640,480,robot,228,26,412,336
frame0287.png,640,360,robot,199,181,235,236
frame0287.png,640,360,robot,290,192,319,232
1565609149275978863.jpg,640,480,robot,306,245,405,396
sequences_euro_ball_robot_1_a_00044.png,800,600,robot,436,488,489,549
sequences_euro_ball_robot_1_a_00044.png,800,600,robot,323,347,439,417
test_nagoya_game_c_00160.png,800,600,robot,167,528,239,584
1565608774811338064.jpg,640,480,robot,302,138,454,442
test_nagoya_game_b_00350.png,800,600,robot,446,320,506,425
test_nagoya_game_b_00350.png,800,600,robot,317,327,387,455
1565608755877557387.jpg,640,480,robot,126,65,270,442
1143.jpg,640,480,robot,451,38,629,324
test_nagoya_game_b_00096.png,800,600,robot,594,313,671,460
test_nagoya_game_b_00096.png,800,600,robot,266,341,310,405
0158.jpg,640,480,robot,323,89,490,302
0158.jpg,640,480,robot,83,78,289,370
1565609283631946402.jpg,640,480,robot,185,104,304,432
1565608466475422680.jpg,640,480,robot,27,0,227,379
2014.jpg,640,480,robot,209,37,375,330
1565609278031874988.jpg,640,480,robot,430,172,569,388
6960.jpg,640,480,robot,172,54,399,448
1565609291616016382.jpg,640,480,robot,298,202,394,453
1565608353476047686.jpg,640,480,robot,240,14,363,339
test_nagoya_game_b_00327.png,800,600,robot,387,26,420,61
test_nagoya_game_b_00327.png,800,600,robot,236,37,277,95
8620.jpg,640,480,robot,189,22,365,391
0080.jpg,640,480,robot,211,5,377,260
0080.jpg,640,480,robot,24,55,135,270
2784.jpg,640,480,robot,317,103,564,444
2784.jpg,640,480,robot,325,118,557,443
0220.jpg,640,480,robot,329,62,514,344
0220.jpg,640,480,robot,253,168,399,358
2810.jpg,640,480,robot,322,99,481,405
test_nagoya_game_d_00222.png,800,600,robot,48,33,161,226
test_nagoya_game_d_00222.png,800,600,robot,596,104,651,196
test_nagoya_game_d_00222.png,800,600,robot,370,42,401,87
6361.jpg,640,480,robot,180,178,302,438
test_nagoya_game_d_00154.png,800,600,robot,616,417,640,453
test_nagoya_game_d_00154.png,800,600,robot,346,363,372,405
test_nagoya_game_d_00154.png,800,600,robot,532,321,575,390
8727.jpg,640,480,robot,111,23,296,328
1565608675911611414.jpg,640,480,robot,66,155,200,451
1565608615011951660.jpg,640,480,robot,95,146,262,423
1565608557039378477.jpg,640,480,robot,53,61,195,333
test_nagoya_game_a_00477.png,800,600,robot,6,308,41,387
test_nagoya_game_a_00477.png,800,600,robot,247,334,292,391
1439.jpg,640,480,robot,375,201,498,466
frame0626.png,640,360,robot,447,252,484,308
frame0626.png,640,360,robot,430,258,465,304
1565608677011263809.jpg,640,480,robot,0,49,136,358
test_nagoya_game_b_00080.png,800,600,robot,533,233,611,392
test_nagoya_game_b_00080.png,800,600,robot,336,246,413,392
test_nagoya_game_b_00080.png,800,600,robot,172,249,223,319
5257.jpg,640,480,robot,202,59,378,447
0202.jpg,640,480,robot,125,34,303,323
1513.jpg,640,480,robot,75,110,186,356
1513.jpg,640,480,robot,73,103,189,349
1513.jpg,640,480,robot,304,75,516,357
0370.jpg,640,480,robot,100,59,227,289
0370.jpg,640,480,robot,229,79,429,395
0420.jpg,640,480,robot,46,92,345,438
0420.jpg,640,480,robot,482,99,634,416
1565609225119336523.jpg,640,480,robot,313,221,530,449
8507.jpg,640,480,robot,298,168,530,477
frame0217.png,640,360,robot,507,128,535,181
frame0217.png,640,360,robot,191,116,232,188
0539.jpg,640,480,robot,128,128,307,422
6334.jpg,640,480,robot,525,206,622,480
1565608770244223711.jpg,640,480,robot,0,31,139,293
1565609217075332364.jpg,640,480,robot,464,6,542,380
1565609160839961746.jpg,640,480,robot,258,223,367,428
1120.jpg,640,480,robot,52,109,342,430
test_nagoya_game_a_00411.png,800,600,robot,179,163,206,203
test_nagoya_game_a_00411.png,800,600,robot,484,162,538,263
test_nagoya_game_a_00411.png,800,600,robot,258,169,304,276
8363.jpg,640,480,robot,88,22,311,295
1565608663444309441.jpg,640,480,robot,320,48,468,382
2528.jpg,640,480,robot,108,149,292,375
2528.jpg,640,480,robot,110,134,295,375
frame0475.png,640,360,robot,286,152,309,187
frame0475.png,640,360,robot,365,159,392,206
frame0475.png,640,360,robot,130,129,153,176
frame0475.png,640,360,robot,190,111,231,189
frame0509.png,640,360,robot,188,65,246,157
frame0509.png,640,360,robot,17,56,83,172
sequences_euro_ball_robot_1_b_00308.png,800,600,robot,623,322,733,470
1565609248703774219.jpg,640,480,robot,459,69,634,379
1565608666443727523.jpg,640,480,robot,568,179,637,480
7233.jpg,640,480,robot,269,13,457,346
1565609271695347470.jpg,640,480,robot,259,182,333,355
test_nagoya_game_b_00183.png,800,600,robot,347,213,383,260
test_nagoya_game_b_00183.png,800,600,robot,196,190,256,293
test_nagoya_game_b_00183.png,800,600,robot,70,179,105,289
3400.jpg,640,480,robot,319,120,512,442
1565608619477610953.jpg,640,480,robot,138,39,269,316
frame0447.png,640,360,robot,174,137,216,200
frame0447.png,640,360,robot,256,125,309,225
frame0447.png,640,360,robot,474,195,514,257
frame0447.png,640,360,robot,379,182,411,230
1565608669444254106.jpg,640,480,robot,464,25,549,301
sequences_euro_ball_robot_1_b_00283.png,800,600,robot,156,306,231,455
sequences_euro_ball_robot_1_b_00283.png,800,600,robot,475,304,571,453
test_nagoya_game_d_00429.png,800,600,robot,315,82,345,137
test_nagoya_game_d_00429.png,800,600,robot,580,138,627,248
test_nagoya_game_d_00429.png,800,600,robot,730,92,761,139
test_nagoya_game_d_00429.png,800,600,robot,106,92,207,320
7153.jpg,640,480,robot,241,135,389,452
8252.jpg,640,480,robot,458,40,587,312
8252.jpg,640,480,robot,452,33,595,314
8261.jpg,640,480,robot,327,74,469,339
test_nagoya_game_a_00018.png,800,600,robot,309,498,375,565
test_nagoya_game_a_00018.png,800,600,robot,543,486,644,589
1565609174908044633.jpg,640,480,robot,133,225,198,361
1565609194975843860.jpg,640,480,robot,205,172,313,398
1565609177076070239.jpg,640,480,robot,315,205,415,391
1565608755710754958.jpg,640,480,robot,240,31,391,319
test_nagoya_game_d_00218.png,800,600,robot,550,119,636,282
test_nagoya_game_d_00218.png,800,600,robot,47,67,67,111
test_nagoya_game_d_00218.png,800,600,robot,352,86,373,132
test_nagoya_game_d_00218.png,800,600,robot,140,125,176,203
1565609117463307972.jpg,640,480,robot,313,17,389,343
6437.jpg,640,480,robot,116,158,173,442
1565608459355855428.jpg,640,480,robot,145,13,329,347
9473.jpg,640,480,robot,140,58,371,392
1565608375175496107.jpg,640,480,robot,108,107,262,453
0875.jpg,640,480,robot,149,28,417,376
test_nagoya_game_d_00116.png,800,600,robot,216,127,240,171
test_nagoya_game_d_00116.png,800,600,robot,554,134,580,191
1565609239040262974.jpg,640,480,robot,72,9,532,444
1565609106463307140.jpg,640,480,robot,291,125,426,430
